relevance_level,category,num_queries,precision@1,recall@1,map@1,ndcg@1,mrr@1,precision@5,recall@5,map@5,ndcg@5,mrr@5,precision@10,recall@10,map@10,ndcg@10,mrr@10,precision@20,recall@20,map@20,ndcg@20,mrr@20,precision@50,recall@50,map@50,ndcg@50,mrr@50,precision@100,recall@100,map@100,ndcg@100,mrr@100
strict,Shirts,29,0.9655172413793104,0.000300690514288169,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9724137931034482,0.0015141915183797077,0.9564367816091954,0.9705540810290588,0.9827586206896551,0.9793103448275862,0.0030498609306371417,0.9600985221674878,0.9756584344124023,0.9827586206896551,0.9810344827586207,0.006110460808213146,0.9634136390755373,0.9781400194135245,0.9827586206896551,0.9841379310344828,0.015324477281757749,0.9683349960180094,0.9817267004341467,0.9827586206896551,0.9744827586206896,0.03034826404922733,0.959048408356997,0.9753656044005464,0.9827586206896551
strict,Nightdress,5,0.6,0.00320855614973262,0.6,0.6,0.6,0.6,0.0160427807486631,0.532,0.6259609385620779,0.7666666666666666,0.6599999999999999,0.03529411764705882,0.5399920634920635,0.662092424737008,0.7666666666666666,0.62,0.06631016042780749,0.48820338820106624,0.6329114698863278,0.7666666666666666,0.5599999999999999,0.1497326203208556,0.41596126176411186,0.58214044546395,0.7666666666666666,0.45,0.24064171122994651,0.31681827426472386,0.4902098100856639,0.7666666666666666
strict,Formal Shoes,6,0.8333333333333334,0.001310272536687631,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9666666666666667,0.00759958071278826,0.9238888888888889,0.9434732991210639,0.9166666666666666,0.9666666666666667,0.01519916142557652,0.9361838624338624,0.9527145742504947,0.9166666666666666,0.9249999999999999,0.029088050314465406,0.8877035691490026,0.9278414483107085,0.9166666666666666,0.9233333333333332,0.07258909853249475,0.8687266385514699,0.9253660895224423,0.9166666666666666,0.8916666666666666,0.1401991614255765,0.8248717705614766,0.9002754694538958,0.9166666666666666
strict,Innerwear Vests,2,0.5,0.002074688796680498,0.5,0.5,0.5,0.5,0.01037344398340249,0.5,0.5,0.5,0.45,0.01867219917012448,0.4331944444444445,0.46331803895032,0.5,0.325,0.026970954356846474,0.2999197330447331,0.3723604764700568,0.5,0.17,0.035269709543568464,0.13616695277902177,0.23502291154293245,0.5172413793103449,0.105,0.043568464730290454,0.07077588396524034,0.16022698417310127,0.5172413793103449
strict,Duffel Bag,2,0.5,0.005747126436781609,0.5,0.5,0.5,0.4,0.022988505747126436,0.4,0.4343974612438291,0.5,0.25,0.028735632183908046,0.24166666666666664,0.32109336333445054,0.5,0.19999999999999998,0.04597701149425287,0.14315752616836208,0.2588652879092883,0.5263157894736842,0.13,0.07471264367816091,0.06556844288821953,0.1799251457967402,0.5263157894736842,0.1,0.11494252873563218,0.04246524431181208,0.15255117715306427,0.5263157894736842
strict,Earrings,5,1.0,0.0024096385542168677,1.0,1.0,1.0,1.0,0.012048192771084338,1.0,1.0,1.0,1.0,0.024096385542168676,1.0,1.0,1.0,0.99,0.047710843373493975,0.9889736842105263,0.9933125017230573,1.0,0.9879999999999999,0.11903614457831324,0.9830448024360002,0.9906635892496812,1.0,0.97,0.23373493975903611,0.9578372012136951,0.9758756623374314,1.0
strict,Churidar,1,1.0,0.034482758620689655,1.0,1.0,1.0,0.6,0.10344827586206896,0.55,0.6992148198508501,1.0,0.4,0.13793103448275862,0.315,0.5173633627401373,1.0,0.25,0.1724137931034483,0.1706578947368421,0.3667543921694986,1.0,0.16,0.27586206896551724,0.1370397538561852,0.35189484617462896,1.0,0.15,0.5172413793103449,0.1784848472928275,0.47955956737702393,1.0
strict,Sunscreen,1,1.0,0.07142857142857142,1.0,1.0,1.0,1.0,0.35714285714285715,1.0,1.0,1.0,0.6,0.42857142857142855,0.6,0.727329844310522,1.0,0.3,0.42857142857142855,0.42857142857142855,0.5889255678238341,1.0,0.22,0.7857142857142857,0.5191945848349789,0.7614027878714363,1.0,0.11,0.7857142857142857,0.5191945848349789,0.7614027878714363,1.0
strict,Sarees,5,1.0,0.002347417840375587,1.0,1.0,1.0,1.0,0.011737089201877934,1.0,1.0,1.0,1.0,0.023474178403755867,1.0,1.0,1.0,1.0,0.046948356807511735,1.0,1.0,1.0,0.984,0.11549295774647887,0.9779196817365042,0.9877306379489946,1.0,0.978,0.2295774647887324,0.9665841376132696,0.9818517710494777,1.0
strict,Kurta Sets,2,0.5,0.005376344086021506,0.5,0.5,0.5,0.6000000000000001,0.03225806451612903,0.42833333333333334,0.565602538756171,0.6666666666666666,0.65,0.06989247311827958,0.4602182539682539,0.6164863042785369,0.6666666666666666,0.55,0.11827956989247311,0.36901370376699316,0.5565804219537898,0.6666666666666666,0.39,0.2096774193548387,0.24343788318549042,0.43539919453551584,0.6666666666666666,0.25,0.26881720430107525,0.14958701958535434,0.32686769954340417,0.6666666666666666
strict,Perfume and Body Mist,6,1.0,0.0016611295681063125,1.0,1.0,1.0,1.0,0.008305647840531562,1.0,1.0,1.0,0.9500000000000001,0.015780730897009966,0.940462962962963,0.964941894600388,1.0,0.9500000000000001,0.03156146179401994,0.9254808651673977,0.9601064414231008,1.0,0.9266666666666667,0.0769656699889258,0.8827349677510031,0.9367163251902761,1.0,0.9550000000000001,0.1586378737541528,0.9061359952402063,0.9546100761773779,1.0
strict,Ties,3,1.0,0.003816793893129771,1.0,1.0,1.0,1.0,0.019083969465648856,1.0,1.0,1.0,1.0,0.03816793893129771,1.0,1.0,1.0,1.0,0.07633587786259542,1.0,1.0,1.0,1.0,0.19083969465648856,1.0,1.0,1.0,1.0,0.3816793893129771,1.0,1.0,1.0
strict,Dresses,5,0.6,0.0012958963282937365,0.6,0.6,0.6,0.56,0.006047516198704103,0.466,0.5749652118921823,0.8,0.6,0.012958963282937367,0.42681746031746026,0.5938983437139892,0.8,0.5700000000000001,0.024622030237580993,0.3741840495246068,0.5730384560433783,0.8,0.52,0.056155507559395246,0.3195002405458173,0.5350723247824887,0.8,0.458,0.09892008639308855,0.26001442206612946,0.48226838810474304,0.8
strict,Socks,9,0.8888888888888888,0.001299545159194282,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9777777777777779,0.007147498375568551,0.9492592592592592,0.9623155327473759,0.9444444444444444,0.9888888888888889,0.014457439896036385,0.9674559082892417,0.9755453593002135,0.9444444444444444,0.9944444444444444,0.029077322936972058,0.9800125574603129,0.984217773374038,0.9444444444444444,0.9933333333333333,0.07261208576998052,0.9829384486368201,0.9877997286899625,0.9444444444444444,0.9955555555555556,0.14554905782975958,0.9878975260871586,0.991661302899367,0.9444444444444444
strict,Jeggings,1,1.0,0.030303030303030304,1.0,1.0,1.0,0.4,0.06060606060606061,0.4,0.5531464700081437,1.0,0.4,0.12121212121212122,0.29,0.5009732673492617,1.0,0.25,0.15151515151515152,0.16285714285714287,0.3596680771870457,1.0,0.18,0.2727272727272727,0.1189087207330108,0.3339284697995714,1.0,0.14,0.42424242424242425,0.14345666705458032,0.4164037795526288,1.0
strict,Lounge Shorts,1,0.0,0.0,0.0,0.0,0.0,0.2,0.030303030303030304,0.1,0.21398626473452756,0.5,0.2,0.06060606060606061,0.07857142857142857,0.2122263659729146,0.5,0.2,0.12121212121212122,0.06258888170652877,0.20833368970365634,0.5,0.16,0.24242424242424243,0.06437010701716583,0.23378283646812098,0.5,0.09,0.2727272727272727,0.06856591121297004,0.2507402029190052,0.5
strict,Pendant,4,0.75,0.004285714285714286,0.75,0.75,0.75,0.75,0.02142857142857143,0.6799999999999999,0.7611015405244299,0.875,0.7,0.04,0.5960714285714286,0.7239411376471965,0.875,0.6625000000000001,0.0757142857142857,0.5622722098055883,0.6899899124270824,0.875,0.6199999999999999,0.17714285714285716,0.49511633566219865,0.6460779334268033,0.875,0.5225,0.29857142857142854,0.3785243921860037,0.5625496937242438,0.875
strict,Track Pants,3,0.6666666666666666,0.0022002200220022,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9333333333333332,0.015401540154015401,0.8477777777777779,0.886946598242128,0.8333333333333334,0.9,0.0297029702970297,0.821957671957672,0.8784185804229518,0.8333333333333334,0.8333333333333334,0.05500550055005501,0.762849361680631,0.8422972947379832,0.8333333333333334,0.7400000000000001,0.1221122112211221,0.6403545872082947,0.7669482809744393,0.8333333333333334,0.7166666666666667,0.23652365236523654,0.5883492492496344,0.739048351933642,0.8333333333333334
strict,Backpacks,4,0.75,0.001037344398340249,0.75,0.75,0.75,0.85,0.005878284923928077,0.7916666666666666,0.8289121131198787,0.8333333333333334,0.875,0.01210235131396957,0.795436507936508,0.8528125449384201,0.8333333333333334,0.8625,0.023858921161825725,0.7809667962004455,0.8500913788506713,0.8333333333333334,0.9,0.06224066390041494,0.8140456532456364,0.8842024216997088,0.8333333333333334,0.9225000000000001,0.12759336099585064,0.8438803305819068,0.9075195313422983,0.8333333333333334
strict,Nail Polish,3,1.0,0.003610108303249098,1.0,1.0,1.0,1.0,0.018050541516245487,1.0,1.0,1.0,1.0,0.036101083032490974,1.0,1.0,1.0,1.0,0.07220216606498195,1.0,1.0,1.0,1.0,0.18050541516245489,1.0,1.0,1.0,0.93,0.3357400722021661,0.9191702035369559,0.9472529881206961,1.0
strict,Salwar,1,1.0,0.03225806451612903,1.0,1.0,1.0,1.0,0.16129032258064516,1.0,1.0,1.0,0.8,0.25806451612903225,0.7577777777777778,0.8572048559638626,1.0,0.65,0.41935483870967744,0.5564457927693222,0.7299785971916607,1.0,0.38,0.6129032258064516,0.46999522858762227,0.6802443710493814,1.0,0.22,0.7096774193548387,0.5045755228453358,0.7345444223989535,1.0
strict,Mascara,1,1.0,0.09090909090909091,1.0,1.0,1.0,0.4,0.18181818181818182,0.4,0.5531464700081437,1.0,0.4,0.36363636363636365,0.28194444444444444,0.4946396555628011,1.0,0.2,0.36363636363636365,0.2563131313131313,0.46602873234483255,1.0,0.12,0.5454545454545454,0.2913556749763646,0.5509725759034292,1.0,0.07,0.6363636363636364,0.3009975482546015,0.5851562521409719,1.0
strict,Stoles,2,1.0,0.011235955056179775,1.0,1.0,1.0,1.0,0.056179775280898875,1.0,1.0,1.0,1.0,0.11235955056179775,1.0,1.0,1.0,0.8999999999999999,0.20224719101123595,0.8923026315789473,0.9327055362560578,1.0,0.55,0.3089887640449438,0.4852705541491801,0.6514701244776986,1.0,0.33,0.3707865168539326,0.3066179900546065,0.4827018890897537,1.0
strict,Flats,5,0.2,0.00040080160320641277,0.2,0.2,0.2,0.36,0.003607214428857715,0.2806666666666667,0.345751541923641,0.4,0.27999999999999997,0.0056112224448897794,0.20354761904761903,0.29574486445511916,0.4,0.24000000000000005,0.009619238476953907,0.14323649763549143,0.2618475855527742,0.4287179487179487,0.252,0.02525050100200401,0.12070129771980262,0.2623730162803078,0.4287179487179487,0.21000000000000002,0.04208416833667335,0.08964820610638875,0.2260451503048151,0.4287179487179487
strict,Night suits,2,1.0,0.007142857142857143,1.0,1.0,1.0,0.9,0.03214285714285714,0.855,0.915209948681596,1.0,0.7,0.05,0.6118849206349206,0.7620541057015415,1.0,0.6,0.08571428571428572,0.4759225211063446,0.6691591361209503,1.0,0.38,0.13571428571428573,0.2640275276506798,0.4725499840896291,1.0,0.25,0.17857142857142855,0.15176417827981256,0.3369805802336041,1.0
strict,Trousers,2,1.0,0.001890359168241966,1.0,1.0,1.0,1.0,0.00945179584120983,1.0,1.0,1.0,1.0,0.01890359168241966,1.0,1.0,1.0,1.0,0.03780718336483932,1.0,1.0,1.0,1.0,0.0945179584120983,1.0,1.0,1.0,1.0,0.1890359168241966,1.0,1.0,1.0
strict,Jackets,8,0.75,0.0029182879377431907,0.75,0.75,0.75,0.825,0.016050583657587547,0.7616666666666667,0.811407461511197,0.8375,0.8125,0.0316147859922179,0.7336309523809523,0.8088874600237141,0.8375,0.6875,0.05350194552529183,0.6024202117971469,0.722470889314462,0.8375,0.5575,0.10846303501945524,0.4471102483275035,0.6109008481441246,0.8375,0.43125,0.16780155642023345,0.31138592035229046,0.4940804120957518,0.8375
strict,Free Gifts,2,0.5,0.005555555555555556,0.5,0.5,0.5,0.4,0.022222222222222223,0.38,0.42696582507864683,0.5,0.25,0.027777777777777776,0.2257142857142857,0.313753566530828,0.5,0.2,0.044444444444444446,0.1432936507936508,0.2535523425626366,0.5,0.09,0.05,0.059685881370091905,0.14573698833072016,0.5,0.07,0.07777777777777778,0.03756069564005359,0.11739410689421408,0.5
strict,Trunk,2,1.0,0.007194244604316547,1.0,1.0,1.0,0.9,0.03237410071942446,0.88,0.9269658250786468,1.0,0.75,0.0539568345323741,0.6771031746031746,0.8088819995806238,1.0,0.55,0.07913669064748202,0.472890749601276,0.6495438787446793,1.0,0.49,0.1762589928057554,0.35968606112983137,0.5670900891664332,1.0,0.355,0.25539568345323743,0.2295702669783784,0.4347884918718558,1.0
strict,Sweaters,3,1.0,0.003636363636363637,1.0,1.0,1.0,0.6,0.01090909090909091,0.5566666666666666,0.702097646672096,1.0,0.5,0.018181818181818184,0.3968253968253968,0.5957798807600156,1.0,0.5166666666666667,0.037575757575757575,0.34869046158519845,0.5771298290002843,1.0,0.3866666666666667,0.0703030303030303,0.2193962318157823,0.4515360643864958,1.0,0.32,0.11636363636363638,0.15371971630285372,0.37527734571391047,1.0
strict,Bangle,1,1.0,0.011904761904761904,1.0,1.0,1.0,0.8,0.047619047619047616,0.8,0.8687949224876582,1.0,0.6,0.07142857142857142,0.569047619047619,0.715550648768261,1.0,0.5,0.11904761904761904,0.3965102707749766,0.6040344146789818,1.0,0.38,0.2261904761904762,0.24586151657043093,0.4704905234642426,1.0,0.25,0.2976190476190476,0.17086845758886152,0.3817593970885202,1.0
strict,Leggings,2,1.0,0.005681818181818182,1.0,1.0,1.0,0.9,0.025568181818181816,0.88,0.9269658250786468,1.0,0.8500000000000001,0.048295454545454544,0.8077182539682539,0.8876683119885544,1.0,0.775,0.08806818181818182,0.7049117947540935,0.8237824706047663,1.0,0.63,0.17897727272727273,0.5092176210460404,0.6915821275884416,1.0,0.55,0.3125,0.4031281840282227,0.6073451468555797,1.0
strict,Shorts,5,1.0,0.0018315018315018315,1.0,1.0,1.0,0.8800000000000001,0.00805860805860806,0.8560000000000001,0.8940730565571915,1.0,0.82,0.015018315018315017,0.7525000000000001,0.8427832965156459,1.0,0.8400000000000001,0.03076923076923077,0.7520755867369645,0.8503642659273177,1.0,0.756,0.06923076923076923,0.6458146793447921,0.7832621877479559,1.0,0.704,0.12893772893772892,0.5714074848187194,0.7336770611234875,1.0
strict,Waistcoat,1,1.0,0.07142857142857142,1.0,1.0,1.0,0.6,0.21428571428571427,0.6,0.7227265726449519,1.0,0.4,0.2857142857142857,0.3571428571428571,0.542364015420035,1.0,0.25,0.35714285714285715,0.27611044417767105,0.48189411072527655,1.0,0.1,0.35714285714285715,0.27611044417767105,0.48189411072527655,1.0,0.05,0.35714285714285715,0.27611044417767105,0.48189411072527655,1.0
strict,Jewellery Set,1,1.0,0.017543859649122806,1.0,1.0,1.0,0.8,0.07017543859649122,0.76,0.8539316501572937,1.0,0.7,0.12280701754385964,0.619047619047619,0.769526190239283,1.0,0.65,0.22807017543859648,0.5286190770014298,0.7142343372392715,1.0,0.36,0.3157894736842105,0.2669502470517164,0.4691410506409163,1.0,0.23,0.40350877192982454,0.2576372057162467,0.48504196053554893,1.0
strict,Capris,1,1.0,0.005747126436781609,1.0,1.0,1.0,1.0,0.028735632183908046,1.0,1.0,1.0,0.7,0.040229885057471264,0.6527777777777778,0.7846170207230131,1.0,0.8,0.09195402298850575,0.6608164264356214,0.8213777907047924,1.0,0.58,0.16666666666666666,0.44894920911260494,0.6489563243775859,1.0,0.42,0.2413793103448276,0.2854371972189425,0.49879153485719846,1.0
strict,Accessory Gift Set,1,1.0,0.010416666666666666,1.0,1.0,1.0,1.0,0.052083333333333336,1.0,1.0,1.0,1.0,0.10416666666666667,1.0,1.0,1.0,1.0,0.20833333333333334,1.0,1.0,1.0,0.82,0.4270833333333333,0.7891848672940692,0.8678108204621303,1.0,0.61,0.6354166666666666,0.5565451391026561,0.7088250095433447,1.0
strict,Nail Essentials,1,1.0,0.2,1.0,1.0,1.0,0.2,0.2,0.2,0.3391602052736161,1.0,0.1,0.2,0.2,0.3391602052736161,1.0,0.05,0.2,0.2,0.3391602052736161,1.0,0.02,0.2,0.2,0.3391602052736161,1.0,0.01,0.2,0.2,0.3391602052736161,1.0
strict,Lip Gloss,2,0.5,0.004629629629629629,0.5,0.5,0.5,0.8,0.037037037037037035,0.6766666666666666,0.7573857224418388,0.75,0.85,0.07870370370370369,0.7164880952380952,0.8033608001768469,0.75,0.725,0.13425925925925924,0.6289332915106908,0.734243063947948,0.75,0.41,0.18981481481481483,0.35190635338608367,0.4962503904811356,0.75,0.29000000000000004,0.2685185185185185,0.21608790078745127,0.37035956044962326,0.75
strict,Dupatta,1,1.0,0.008695652173913044,1.0,1.0,1.0,1.0,0.043478260869565216,1.0,1.0,1.0,1.0,0.08695652173913043,1.0,1.0,1.0,0.9,0.1565217391304348,0.8949999999999999,0.9336975380477095,1.0,0.66,0.28695652173913044,0.5975185793021969,0.7408144752766844,1.0,0.66,0.5739130434782609,0.523364926381015,0.7113380080588599,1.0
